conceptId	system	en	ru
FMA8031	skeletal	left second costal cartilage	
FMA8039	skeletal	left third rib	
FMA8058	skeletal	left third costal cartilage	
FMA8066	skeletal	right fifth rib	
FMA8070	skeletal	right fifth costal cartilage	
FMA8093	skeletal	left fifth rib	
FMA8112	skeletal	left fifth costal cartilage	
FMA8120	skeletal	eighth rib	
FMA8147	skeletal	sixth rib	
FMA8148	skeletal	left fourth rib	
FMA8167	skeletal	left fourth costal cartilage	
FMA8175	skeletal	right sixth rib	
FMA8194	skeletal	right sixth costal cartilage	
FMA8202	skeletal	left sixth rib	
FMA8221	skeletal	left sixth costal cartilage	
FMA8229	skeletal	right seventh rib	
FMA8248	skeletal	right seventh costal cartilage	
FMA8256	skeletal	left seventh rib	
FMA8275	skeletal	left seventh costal cartilage	
FMA8283	skeletal	right eighth rib	
FMA8310	skeletal	left eighth rib	
FMA8337	skeletal	ninth rib	
FMA8364	skeletal	right ninth rib	
FMA8391	skeletal	left ninth rib	
FMA8418	skeletal	tenth rib	
FMA8445	skeletal	right tenth rib	
FMA8472	skeletal	left tenth rib	
FMA8499	skeletal	eleventh rib	
FMA8515	skeletal	twelfth rib	
FMA8531	skeletal	right eleventh rib	
FMA8532	skeletal	left eleventh rib	
FMA8533	skeletal	right twelfth rib	
FMA8534	skeletal	left twelfth rib	
FMA8612	arterial	pulmonary trunk	
FMA8615	arterial	pulmonary arterial trunk	
FMA8620	arterial	right anterior segmental artery	
FMA8634	arterial	left apical segmental artery	
FMA8635	arterial	left posterior segmental artery	
FMA8639	arterial	superior lingular artery	
FMA8640	arterial	inferior lingular artery	
FMA8642	arterial	left superior segmental artery	
FMA8644	arterial	left medial basal segmental artery	
FMA8645	arterial	left anterior basal segmental artery	
FMA8646	arterial	left lateral basal segmental artery	
FMA8647	arterial	left posterior basal segmental artery	
FMA8648	venous	trunk of pulmonary vein	
FMA8662	venous	right anterior segmental vein	
FMA8663	venous	right posterior segmental vein	
FMA8667	venous	left anterior segmental vein	
FMA8668	venous	superior lingular vein	
FMA8669	venous	inferior lingular vein	
FMA8670	venous	right superior segmental vein	
FMA8673	venous	right anterior basal segmental vein	
FMA8678	venous	left anterior basal segmental vein	
FMA8683	venous	superior part of anterior segmental vein	
FMA8693	venous	inferior part of anterior segmental vein	
FMA8702	arterial	upper lobar artery	
FMA8714	arterial	superior segmental artery	
FMA8716	arterial	medial basal segmental artery	
FMA8718	arterial	lateral basal segmental artery	
FMA8719	arterial	posterior basal segmental artery	
FMA8755	arterial	segmental pulmonary artery	
FMA9139	skeletal	thoracic vertebra	
FMA9165	skeletal	first thoracic vertebra	
FMA9187	skeletal	second thoracic vertebra	
FMA9209	skeletal	third thoracic vertebra	
FMA9248	skeletal	fourth thoracic vertebra	
FMA9311	arterial	subsegmental pulmonary artery	
FMA9337	sensory	organ cavity subdivision	
FMA9411	venous	segmental pulmonary vein	
FMA9413	venous	subsegmental pulmonary vein	
FMA9419	venous	subsegmental part of lateral segmental vein	
FMA9421	venous	subsegmental part of medial segmental vein	
FMA9422	venous	right medial basal segmental vein	
FMA9425	venous	right lateral basal segmental vein	
FMA9428	venous	right posterior basal segmental vein	
FMA9437	venous	left apical segmental vein	
FMA9438	venous	left posterior segmental vein	
FMA9450	venous	left lateral basal segmental vein	
FMA9451	venous	left posterior basal segmental vein	
FMA9597	digestive	salivary gland	
FMA9611	skeletal	femur	
FMA9612	skeletal	metacarpal bone	
FMA9613	skeletal	parietal bone	
FMA9615	skeletal	cricoid cartilage	
FMA9616	muscular	muscle of head	
FMA9617	muscular	muscle of neck	
FMA9619	muscular	muscle of thorax	
FMA9620	muscular	muscle of abdomen	
FMA9621	muscular	muscle of upper limb	
FMA9622	muscular	muscle of lower limb	
FMA9623	muscular	perineal muscle	
FMA9625	muscular	stylohyoid	
FMA9629	muscular	supraspinatus	
FMA9637	sensory	portion of tissue	
FMA9640	sensory	portion of connective tissue	
FMA9649	connective	decussation	
FMA9703	sensory	nasolacrimal duct	
FMA9708	skeletal	talus	
FMA9710	skeletal	vomer	
FMA9711	skeletal	maxilla	
FMA9721	connective	tendon	
FMA9756	muscular	external intercostal muscle	
FMA9757	muscular	internal intercostal muscle	
FMA9758	muscular	innermost intercostal muscle	
FMA9760	muscular	transversus thoracis	
FMA9761	muscular	right transversus thoracis	
FMA9762	muscular	left transversus thoracis	
FMA9914	skeletal	vertebra	
FMA9915	skeletal	cervical vertebra	
FMA9921	skeletal	lumbar vertebra	
FMA9922	skeletal	fifth thoracic vertebra	
FMA9945	skeletal	sixth thoracic vertebra	
FMA9968	skeletal	seventh thoracic vertebra	
FMA9991	skeletal	eighth thoracic vertebra	
FMA10014	skeletal	ninth thoracic vertebra	
FMA10037	skeletal	tenth thoracic vertebra	
FMA10059	skeletal	eleventh thoracic vertebra	
FMA10081	skeletal	twelfth thoracic vertebra	
FMA10419	digestive	pancreatic duct	
FMA10446	skeletal	intervertebral disk	
FMA10455	skeletal	intervertebral disk of thoracic vertebra	
FMA10458	skeletal	intervertebral disk of first thoracic vertebra	
FMA10474	muscular	zone of muscle organ	
FMA10483	skeletal	zone of bone organ	
FMA10552	arterial	left dorsal scapular artery	
FMA10636	arterial	costocervical trunk	
FMA10645	arterial	musculophrenic artery	
FMA10646	arterial	superior epigastric artery	
FMA10659	arterial	deep cervical artery	
FMA10660	arterial	right deep cervical artery	
FMA10662	arterial	inferior thyroid artery	
FMA10663	arterial	suprascapular artery	
FMA10664	arterial	transverse cervical artery	
FMA10665	arterial	superficial cervical artery	
FMA10680	arterial	left inferior thyroid artery	
FMA10681	arterial	left suprascapular artery	
FMA10682	arterial	left transverse cervical artery	
FMA10683	arterial	left superficial cervical artery	
FMA10692	arterial	right musculophrenic artery	
FMA10697	arterial	right inferior thyroid artery	
FMA10698	arterial	right suprascapular artery	
FMA10699	arterial	right transverse cervical artery	
FMA10700	arterial	right superficial cervical artery	
FMA10704	arterial	variant bronchial artery	
FMA10951	venous	inferior vena cava	
FMA11195	nervous	segment of neural tree organ	
FMA11336	connective	linea alba	
FMA11337	arterial	zone of continuity	
FMA11338	digestive	ileocecal junction	
FMA12215	skeletal	zone of sternum	
FMA12224	respiratory	segment of tracheobronchial tree	
FMA12516	skeletal	tooth	
FMA12521	skeletal	third cervical vertebra	
FMA12522	skeletal	fourth cervical vertebra	
FMA12523	skeletal	fifth cervical vertebra	
FMA12524	skeletal	sixth cervical vertebra	
FMA12525	skeletal	seventh cervical vertebra	
FMA12823	skeletal	incisor tooth	
FMA12845	venous	subcostal vein	
FMA12846	venous	cardiac vein	
FMA13072	skeletal	first lumbar vertebra	
FMA13073	skeletal	second lumbar vertebra	
FMA13074	skeletal	third lumbar vertebra	
FMA13075	skeletal	fourth lumbar vertebra	
FMA13076	skeletal	fifth lumbar vertebra	
FMA13087	arterial	segment of aorta	
FMA13109	muscular	pectoralis minor	
FMA13279	arterial	left anterior segmental artery	
FMA13280	arterial	posterior segmental artery	
FMA13289	venous	medial basal segmental vein	
FMA13291	venous	lateral basal segmental vein	
FMA13292	venous	posterior basal segmental vein	
FMA13295	muscular	diaphragm	
FMA13303	skeletal	humerus	
FMA13321	skeletal	clavicle	
FMA13322	skeletal	right clavicle	
FMA13323	skeletal	left clavicle	
FMA13324	venous	cephalic vein	
FMA13325	venous	right cephalic vein	
FMA13326	venous	left cephalic vein	
FMA13330	venous	right axillary vein	
FMA13331	venous	left axillary vein	
FMA13335	muscular	external oblique	
FMA13336	muscular	right external oblique	
FMA13337	muscular	left external oblique	
FMA13338	muscular	infrahyoid muscle	
FMA13341	muscular	sternohyoid	
FMA13342	muscular	omohyoid	
FMA13343	muscular	sternothyroid	
FMA13344	muscular	thyrohyoid	
FMA13346	muscular	right sternohyoid	
FMA13347	muscular	left sternohyoid	
FMA13348	muscular	right omohyoid	
FMA13349	muscular	left omohyoid	
FMA13350	muscular	right sternothyroid	
FMA13351	muscular	left sternothyroid	
FMA13352	muscular	right thyrohyoid	
FMA13353	muscular	left thyrohyoid	
FMA13354	muscular	intercostal muscle	
FMA13365	digestive	caudate lobe of liver	
FMA13375	muscular	right pectoralis minor	
FMA13376	muscular	left pectoralis minor	
FMA13379	muscular	rhomboid major	
FMA13380	muscular	rhomboid minor	
FMA13381	muscular	right rhomboid major	
FMA13382	muscular	left rhomboid major	
FMA13383	muscular	right rhomboid minor	
FMA13384	muscular	left rhomboid minor	
FMA13385	muscular	scalenus anterior	
FMA13386	muscular	scalenus medius	
FMA13387	muscular	scalenus posterior	
FMA13388	muscular	right scalenus posterior	
FMA13389	muscular	left scalenus posterior	
FMA13390	muscular	right scalenus medius	
FMA13391	muscular	left scalenus medius	
FMA13392	muscular	right scalenus anterior	
FMA13393	muscular	left scalenus anterior	
FMA13394	skeletal	scapula	
FMA13395	skeletal	right scapula	
FMA13396	skeletal	left scapula	
FMA13397	muscular	serratus anterior	
FMA13398	muscular	right serratus anterior	
FMA13399	muscular	left serratus anterior	
FMA13400	muscular	serratus posterior	
FMA13401	muscular	serratus posterior superior	
FMA13402	muscular	serratus posterior inferior	
FMA13403	muscular	right serratus posterior superior	
FMA13404	muscular	left serratus posterior superior	
FMA13405	muscular	right serratus posterior inferior	
FMA13406	muscular	left serratus posterior inferior	
FMA13407	muscular	sternocleidomastoid	
FMA13408	muscular	right sternocleidomastoid	
FMA13409	muscular	left sternocleidomastoid	
FMA13410	muscular	subclavius	
FMA13411	muscular	left subclavius	
FMA13412	muscular	right subclavius	
FMA13413	skeletal	subscapularis	
FMA13414	skeletal	right subscapularis	
FMA13415	skeletal	left subscapularis	
FMA13443	venous	posterior segmental vein	
FMA13445	venous	superior segmental vein	
FMA13495	skeletal	intervertebral disk of second thoracic vertebra	
FMA13500	skeletal	intervertebral disk of third thoracic vertebra	
FMA13501	skeletal	intervertebral disk of fourth thoracic vertebra	
FMA13502	skeletal	intervertebral disk of fifth thoracic vertebra	
FMA13503	skeletal	intervertebral disk of sixth thoracic vertebra	
FMA13504	skeletal	intervertebral disk of seventh thoracic vertebra	
FMA13505	skeletal	intervertebral disk of eighth thoracic vertebra	
FMA13506	skeletal	intervertebral disk of ninth thoracic vertebra	
FMA13507	skeletal	intervertebral disk of tenth thoracic vertebra	
FMA13508	skeletal	intervertebral disk of eleventh thoracic vertebra	
FMA13894	skeletal	intervertebral disk of lumbar vertebra	
FMA13895	skeletal	intervertebral disk of cervical vertebra	
FMA13896	skeletal	intervertebral disk of third cervical vertebra	
FMA13897	skeletal	intervertebral disk of fourth cervical vertebra	
FMA13898	skeletal	intervertebral disk of fifth cervical vertebra	
FMA13899	skeletal	intervertebral disk of sixth cervical vertebra	
FMA13900	skeletal	intervertebral disk of seventh cervical vertebra	
FMA13912	arterial	ventricular branch of right coronary artery	
FMA14065	connective	organ component	
FMA14092	digestive	zone of small intestine	
FMA14177	arterial	bronchial branch of arch of aorta	
FMA14284	venous	venous tree organ	
FMA14293	venous	tributary of internal thoracic vein	
FMA14294	venous	tributary of azygos vein	
FMA14309	venous	subsegmental part of apical segmental vein	
FMA14310	venous	subsegmental part of anterior segmental vein	
FMA14317	venous	tributary of external jugular vein	
FMA14319	venous	suprascapular vein	
FMA14329	venous	trunk of portal vein	
FMA14331	venous	splenic vein	
FMA14332	venous	superior mesenteric vein	
FMA14333	venous	common iliac vein	
FMA14334	venous	renal vein	
FMA14335	venous	right renal vein	
FMA14336	venous	left renal vein	
FMA14337	venous	hepatic vein	
FMA14338	venous	right hepatic vein	
FMA14339	venous	left hepatic vein	
FMA14340	venous	middle hepatic vein	
FMA14341	venous	right testicular vein	
FMA14343	venous	right suprarenal vein	
FMA14344	venous	testicular vein	
FMA14345	venous	left testicular vein	
FMA14348	venous	suprarenal vein	
FMA14349	venous	left suprarenal vein	
FMA14495	digestive	segment of liver	
FMA14539	digestive	cystic duct	
FMA14540	digestive	segment of large intestine	
FMA14544	digestive	rectum	
FMA14546	digestive	transverse colon	
FMA14547	digestive	descending colon	
FMA14643	digestive	mesentery of small intestine	
FMA14645	digestive	mesentery of large intestine	
FMA14647	digestive	transverse mesocolon	
FMA14668	digestive	common hepatic duct	
FMA14669	digestive	right hepatic duct	
FMA14670	digestive	left hepatic duct	
FMA14678	digestive	extrahepatic bile duct	
FMA14734	arterial	inferior phrenic artery	
FMA14735	arterial	lumbar artery	
FMA14746	arterial	right inferior phrenic artery	
FMA14747	arterial	left inferior phrenic artery	
FMA14749	arterial	superior mesenteric artery	
FMA14750	arterial	inferior mesenteric artery	
FMA14751	arterial	renal artery	
FMA14752	arterial	right renal artery	
FMA14753	arterial	left renal artery	
FMA14754	arterial	middle suprarenal artery	
FMA14755	arterial	right middle suprarenal artery	
FMA14756	arterial	left middle suprarenal artery	
FMA14758	arterial	testicular artery	
FMA14759	arterial	right testicular artery	
FMA14760	arterial	left testicular artery	
FMA14764	arterial	common iliac artery	
FMA14765	arterial	right common iliac artery	
FMA14766	arterial	left common iliac artery	
FMA14767	arterial	trunk of branch of coeliac artery	
FMA14768	arterial	left gastric artery	
FMA14769	arterial	hepatic artery	
FMA14771	arterial	common hepatic artery	
FMA14772	arterial	hepatic artery proper	
FMA14773	arterial	splenic artery	
FMA14776	arterial	right gastric artery	
FMA14781	arterial	right gastro-epiploic artery	
FMA14784	arterial	posterior superior pancreaticoduodenal artery	
FMA14787	arterial	dorsal pancreatic artery	
FMA14790	arterial	inferior pancreatic artery	
FMA14792	arterial	great pancreatic artery	
FMA14793	arterial	caudal pancreatic artery	
FMA14796	arterial	left gastro-epiploic artery	
FMA14805	arterial	inferior pancreaticoduodenal artery	
FMA14809	arterial	ileal artery	
FMA14810	arterial	middle colic artery	
FMA14811	arterial	right colic artery	
FMA14812	arterial	celiac trunk	
FMA14815	arterial	ileocolic artery	
FMA14817	arterial	posterior cecal artery	
FMA14819	arterial	ileal branch of inferior branch of ileocolic artery	
FMA14824	arterial	marginal colic artery	
FMA14825	arterial	trunk of branch of inferior mesenteric artery	
FMA14826	arterial	left colic artery	
FMA14829	arterial	descending branch of left colic artery	
FMA14830	arterial	sigmoid artery	
FMA14831	arterial	marginal artery of colon	
FMA14832	arterial	superior rectal artery	
FMA14837	arterial	subdivision of hepatic artery proper	
FMA14963	digestive	zone of ileum	
FMA14964	digestive	proximal part of ileum	
FMA14965	digestive	middle part of ileum	
FMA14966	digestive	distal part of ileum	
FMA15041	digestive	taenia coli	
FMA15042	digestive	taenia mesocolica	
FMA15043	digestive	taenia omentalis	
FMA15044	digestive	taenia libera	
FMA15370	venous	lumbar vein	
FMA15387	venous	tributary of splenic vein	
FMA15390	venous	left gastroepiploic vein	
FMA15391	venous	inferior mesenteric vein	
FMA15392	venous	tributary of inferior mesenteric vein	
FMA15393	venous	superior rectal vein	
FMA15394	venous	left colic vein	
FMA15395	venous	sigmoid vein	
FMA15396	venous	tributary of superior mesenteric vein	
FMA15397	venous	right gastroepiploic vein	
FMA15398	venous	pancreaticoduodenal vein	
FMA15399	venous	left gastric vein	
FMA15400	venous	right gastric vein	
FMA15405	venous	ileal vein	
FMA15406	venous	middle colic vein	
FMA15407	venous	right colic vein	
FMA15408	venous	ileocolic vein	
FMA15414	venous	right portal vein	
FMA15415	venous	left portal vein	
FMA15423	venous	posterior superior segmental branch of right portal vein	
FMA15424	venous	posterior inferior segmental branch of right portal vein	
FMA15425	venous	caudate lobe branch of left portal vein	
FMA15428	venous	medial superior segmental branch of left portal vein	
FMA15429	venous	medial inferior segmental branch of left portal vein	
FMA15431	venous	lateral superior segmental branch of left portal vein	
FMA15432	venous	lateral inferior segmental branch of left portal vein	
FMA15737	venous	hepatovenous subsector	
FMA15739	venous	hepatovenous segment ii	
FMA15741	venous	hepatovenous segment iii	
FMA15742	venous	hepatovenous segment iv	
FMA15743	venous	hepatovenous segment v	
FMA15744	venous	hepatovenous segment vi	
FMA15745	venous	hepatovenous segment vii	
FMA15746	venous	hepatovenous segment viii	
FMA15747	venous	hepatovenous segment ix	
FMA15755	venous	region of anterior sector of right liver (in-vivo)	
FMA15756	venous	region of posterior sector of right liver (in-vivo)	
FMA15757	venous	region of anterior sector of left liver (in-vivo)	
FMA15791	venous	tributary of right hepatic vein	
FMA15793	venous	tributary of middle hepatic vein	
FMA15794	venous	tributary of left hepatic vein	
FMA15796	venous	posterior superior segmental tributary of right hepatic vein	
FMA15797	venous	posterior inferior segmental tributary of right hepatic vein	
FMA15801	venous	medial inferior segmental tributary of middle hepatic vein	
FMA15802	venous	medial superior segmental tributary of left hepatic vein	
FMA15803	venous	lateral superior segmental tributary of left hepatic vein	
FMA15804	venous	lateral inferior segmental tributary of left hepatic vein	
FMA16033	skeletal	intervertebral disk of first lumbar vertebra	
FMA16034	skeletal	intervertebral disk of second lumbar vertebra	
FMA16035	skeletal	intervertebral disk of third lumbar vertebra	
FMA16036	skeletal	intervertebral disk of fourth lumbar vertebra	
FMA16037	skeletal	intervertebral disk of fifth lumbar vertebra	
FMA16202	skeletal	sacrum	
FMA16549	digestive	mesoappendix	
FMA16585	skeletal	hip bone	
FMA16586	skeletal	right hip bone	
FMA16587	skeletal	left hip bone	
FMA16980	digestive	zone of jejunum	
FMA16981	digestive	proximal part of jejunum	
FMA16982	digestive	middle part of jejunum	
FMA16983	digestive	distal part of jejunum	
FMA17541	venous	tributary of hepatic vein	
FMA18060	muscular	psoas major	
FMA18805	arterial	external iliac artery	
FMA18806	arterial	right external iliac artery	
FMA18807	arterial	left external iliac artery	
FMA18808	arterial	internal iliac artery	
FMA18809	arterial	right internal iliac artery	
FMA18810	arterial	left internal iliac artery	
FMA18883	venous	external iliac vein	
FMA18884	venous	internal iliac vein	
FMA18885	venous	right external iliac vein	
FMA18886	venous	left external iliac vein	
FMA18887	venous	right internal iliac vein	
FMA18888	venous	left internal iliac vein	
FMA18889	venous	tributary of internal iliac vein	
FMA18902	venous	iliolumbar vein	
FMA18903	venous	right iliolumbar vein	
FMA18904	venous	left iliolumbar vein	
FMA18905	venous	lateral sacral vein	
FMA18906	venous	right lateral sacral vein	
FMA18907	venous	left lateral sacral vein	
FMA18908	venous	superior gluteal vein	
FMA18909	venous	right superior gluteal vein	
FMA18910	venous	left superior gluteal vein	
FMA18911	venous	inferior gluteal vein	
FMA18912	venous	right inferior gluteal vein	
FMA18913	venous	left inferior gluteal vein	
FMA18914	venous	obturator vein	
FMA18915	venous	right obturator vein	
FMA18916	venous	left obturator vein	
FMA18917	venous	internal pudendal vein	
FMA18918	venous	right internal pudendal vein	
FMA18919	venous	left internal pudendal vein	
FMA19082	muscular	piriformis	
FMA19083	muscular	obturator muscle	
FMA19086	muscular	muscle of pelvis	
FMA19088	muscular	coccygeus	
FMA19089	muscular	zone of levator ani	
FMA19090	muscular	pubococcygeus	
FMA19091	muscular	puborectalis	
FMA19092	muscular	iliococcygeus	
FMA19728	muscular	superficial perineal muscle	
FMA19754	digestive	region of peritoneum	
FMA19783	sensory	loose connective tissue	
FMA19795	arterial	dorsal artery of penis	
FMA20107	sensory	irregular connective tissue	
FMA20111	sensory	mucoid tissue	
FMA20278	muscular	muscle of anterior abdominal wall	
FMA20289	sensory	lacrimal sac	
FMA20570	digestive	peritoneal mesentery	
FMA20593	digestive	region of visceral peritoneum	
FMA20684	arterial	trunk of branch of external iliac artery	
FMA20686	arterial	inferior epigastric artery	
FMA20688	arterial	right inferior epigastric artery	
FMA20689	arterial	left inferior epigastric artery	
FMA20734	arterial	superficial epigastric artery	
FMA20735	arterial	right superficial epigastric artery	
FMA20736	arterial	left superficial epigastric artery	
FMA20798	arterial	lateral circumflex femoral artery	
FMA20801	arterial	right lateral circumflex femoral artery	
FMA20802	arterial	left lateral circumflex femoral artery	
FMA20805	arterial	descending branch of lateral circumflex femoral artery	
FMA20818	arterial	right dorsal artery of penis	
FMA20819	arterial	left dorsal artery of penis	
FMA21162	venous	inferior epigastric vein	
FMA21163	venous	right inferior epigastric vein	
FMA21164	venous	left inferior epigastric vein	
FMA21185	venous	femoral vein	
FMA21188	venous	right femoral vein	
FMA21189	venous	left femoral vein	
FMA21240	venous	tributary of internal pudendal vein	
FMA21354	venous	deep dorsal vein of penis	
FMA21376	venous	great saphenous vein	
FMA21378	venous	tributary of great saphenous vein	
FMA21379	venous	right great saphenous vein	
FMA21380	venous	left great saphenous vein	
FMA21383	venous	tributary of superficial external pudendal vein	
FMA21384	venous	superficial dorsal vein of penis	
FMA21385	venous	right superficial dorsal vein of penis	
FMA21386	venous	left superficial dorsal vein of penis	
FMA21387	venous	right common iliac vein	
FMA21388	venous	left common iliac vein	
FMA21422	arterial	descending branch of right lateral circumflex femoral artery	
FMA21423	arterial	descending branch of left lateral circumflex femoral artery	
FMA21496	connective	ligament organ	
FMA21521	arterial	trunk of branch of left colic artery	
FMA21930	muscular	external anal sphincter	
FMA22298	muscular	obturator internus	
FMA22299	muscular	obturator externus	
FMA22310	muscular	iliacus	
FMA22314	muscular	gluteus maximus	
FMA22315	muscular	gluteus medius	
FMA22317	muscular	gluteus minimus	
FMA22318	muscular	gemellus superior	
FMA22319	muscular	gemellus	
FMA22320	muscular	gemellus inferior	
FMA22321	muscular	quadratus femoris	
FMA22322	muscular	right iliacus	
FMA22323	muscular	left iliacus	
FMA22324	muscular	right obturator internus	
FMA22325	muscular	left obturator internus	
FMA22326	muscular	right obturator externus	
FMA22327	muscular	left obturator externus	
FMA22328	muscular	right gluteus maximus	
FMA22329	muscular	left gluteus maximus	
FMA22330	muscular	right gluteus medius	
FMA22331	muscular	left gluteus medius	
FMA22332	muscular	right gluteus minimus	
FMA22333	muscular	left gluteus minimus	
FMA22334	muscular	right gemellus superior	
FMA22335	muscular	left gemellus superior	
